# Logfile created on 2026-08-08 22:31:10 +0200 by logger.rb/v1.5.3
2026-08-08 22:31:10 +0200: Memory Usage (455076K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/spi-slave-ihp/spi_slave.gds
2026-08-08 22:31:10 +0200: Memory Usage (455076K) : Ruby Version for klayout: 3.2.3
2026-08-08 22:31:10 +0200: Memory Usage (457160K) : Loading database to memory is complete.
2026-08-08 22:31:10 +0200: Memory Usage (457160K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/spi-slave-ihp/signoff/drc/spi_slave_spi_slave_topmetal2filler.lyrdb
2026-08-08 22:31:10 +0200: Memory Usage (457160K) : Evaluate switches.
2026-08-08 22:31:10 +0200: Memory Usage (457160K) : tables selected: topmetal2filler
2026-08-08 22:31:10 +0200: Memory Usage (457160K) : KLayout will use 8 thread(s) in tiling mode.
2026-08-08 22:31:10 +0200: Memory Usage (457160K) : deep mode is enabled.
2026-08-08 22:31:10 +0200: Memory Usage (459168K) : gatpoly_pin has 0 polygons
2026-08-08 22:31:10 +0200: Memory Usage (459168K) : gatpoly_filler has 0 polygons
2026-08-08 22:31:10 +0200: Memory Usage (459424K) : gatpoly_nofill has 0 polygons
2026-08-08 22:31:10 +0200: Memory Usage (459424K) : gatpoly_opc has 0 polygons
2026-08-08 22:31:10 +0200: Memory Usage (459552K) : gatpoly_iopc has 0 polygons
2026-08-08 22:31:10 +0200: Memory Usage (459680K) : gatpoly_noqrc has 0 polygons
2026-08-08 22:31:10 +0200: Memory Usage (459680K) : cont_drw has 54323 polygons
2026-08-08 22:31:10 +0200: Memory Usage (459808K) : cont_opc has 0 polygons
2026-08-08 22:31:10 +0200: Memory Usage (459808K) : nsd_drw has 0 polygons
2026-08-08 22:31:10 +0200: Memory Usage (459936K) : nsd_block has 0 polygons
2026-08-08 22:31:10 +0200: Memory Usage (460120K) : metal1_drw has 15572 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460248K) : metal1_pin has 5570 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460248K) : metal1_mask has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460248K) : metal1_filler has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460248K) : metal1_nofill has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460248K) : metal1_slit has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : metal1_text has 5488 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : metal1_opc has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : metal1_noqrc has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : metal1_res has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : metal1_iprobe has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : metal1_diffprb has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : passiv_drw has 12 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : passiv_pin has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : passiv_sbump has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : passiv_pillar has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : passiv_pdl has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : metal2_drw has 7662 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : metal2_pin has 19 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : metal2_mask has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : metal2_filler has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : metal2_nofill has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : metal2_slit has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : metal2_text has 19 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : metal2_opc has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : metal2_noqrc has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : metal2_res has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : metal2_iprobe has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : metal2_diffprb has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : baspoly_drw has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : baspoly_pin has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : psd_drw has 3408 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : nldb_drw has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : digibnd_drw has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : via1_drw has 2569 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : backmetal1_drw has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : backmetal1_pin has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : backmetal1_mask has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : backmetal1_filler has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : backmetal1_nofill has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : backmetal1_slit has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : backmetal1_text has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : backmetal1_opc has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : backmetal1_noqrc has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : backmetal1_res has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : backmetal1_iprobe has 0 polygons
2026-08-08 22:31:11 +0200: Memory Usage (460436K) : backmetal1_diffprb has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : backpassiv_drw has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : res_drw has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : sram_drw has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : trans_drw has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : ind_drw has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : ind_pin has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : ind_text has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : salblock_drw has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : via2_drw has 2316 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : metal3_drw has 3647 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : metal3_pin has 11 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : metal3_mask has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : metal3_filler has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : metal3_nofill has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : metal3_slit has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : metal3_text has 11 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : metal3_opc has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : metal3_noqrc has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : metal3_res has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : metal3_iprobe has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : metal3_diffprb has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : nwell_drw has 1682 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : nwell_pin has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : nbulay_drw has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : nbulay_pin has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : nbulay_block has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : emwind_drw has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : emwind_opc has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : deepco_drw has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : deepco_drw has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : mim_drw has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : edgeseal_drw has 24 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : edgeseal_bound has 1 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : substrate_drw has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : substrate_text has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : dfpad_drw has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : dfpad_pillar has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : dfpad_sbump has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : thickgateox_drw has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : pldb_drw has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : pwell_drw has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : pwell_pin has 0 polygons
2026-08-08 22:31:12 +0200: Memory Usage (460436K) : pwell_block has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : ic_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : via3_drw has 597 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : metal4_drw has 492 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : metal4_pin has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : metal4_mask has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : metal4_filler has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : metal4_nofill has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : metal4_slit has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : metal4_text has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : metal4_opc has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : metal4_noqrc has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : metal4_res has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : metal4_iprobe has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : metal4_diffprb has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : heattrans_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : heatres_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : pempoly_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : fbe_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : empoly_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : ldmos_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : pbiwind_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : digisub_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : nodrc_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : text_drw has 2 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : via4_drw has 468 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : metal5_drw has 311 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : metal5_pin has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460436K) : metal5_mask has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : metal5_filler has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : metal5_nofill has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : metal5_slit has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : metal5_text has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : metal5_opc has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : metal5_noqrc has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : metal5_res has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : metal5_iprobe has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : metal5_diffprb has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : radhard_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : memcap_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : varicap_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : flash_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : intbondvia_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : intbondmet_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : devbondvia_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : devbondmet_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : devtrench_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : redist_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : graphbot_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : graphtop_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : antvia1_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : antmetal2_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : graphcont_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : siwg_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : siwg_filler has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : siwg_nofill has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : sigrating_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : singrating_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : graphpas_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : emwind3_drw has 0 polygons
2026-08-08 22:31:13 +0200: Memory Usage (460564K) : emwihv3_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : redbulay_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : smos_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : graphpad_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : polimide_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : polimide_pin has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : recog_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : recog_pin has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : recog_esd has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : recog_diode has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : recog_tsv has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : recog_iprobe has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : recog_diffprb has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : recog_pillar has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : recog_sbump has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : recog_otp has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : recog_pdiode has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : recog_mom has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : recog_pcm has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : colopen_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : graphmetal1_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : graphmetal1_filler has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : graphmetal1_nofill has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : graphmetal1_slit has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : graphmetal1_opc has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : graphmet1l_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : graphmet1l_filler has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : graphmet1l_nofill has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : graphmet1l_slit has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : graphmet1l_opc has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : extblock_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : nldd_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : pldd_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : next_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : pext_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : nexthv_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : pexthv_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : graphgate_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : sinwg_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : sinwg_filler has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : sinwg_nofill has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : mempad_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460564K) : topvia1_drw has 200 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460692K) : topmetal1_drw has 118 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460692K) : topmetal1_pin has 4 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460692K) : topmetal1_mask has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460692K) : topmetal1_filler has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topmetal1_nofill has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topmetal1_slit has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topmetal1_text has 2 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topmetal1_noqrc has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topmetal1_res has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topmetal1_iprobe has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topmetal1_diffprb has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : inldpwl_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : polyres_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : polyres_pin has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : vmim_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : nbulaycut_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : antmetal1_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topvia2_drw has 36 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topmetal2_drw has 40 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topmetal2_pin has 4 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topmetal2_mask has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topmetal2_filler has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topmetal2_nofill has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topmetal2_slit has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topmetal2_text has 2 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topmetal2_noqrc has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topmetal2_res has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topmetal2_iprobe has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : topmetal2_diffprb has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : snsring_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : sensor_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : snsarms_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : snscmosvia_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : colwind_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : flm_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : hafniumox_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : memvia_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : thinfilmres_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : rfmem_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : norcx_drw has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : norcx_m2m3 has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : norcx_m2m4 has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : norcx_m2m5 has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : norcx_m2tm1 has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : norcx_m2tm2 has 0 polygons
2026-08-08 22:31:14 +0200: Memory Usage (460820K) : norcx_m3m4 has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : norcx_m3m5 has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : norcx_m3tm1 has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : norcx_m3tm2 has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : norcx_m4m5 has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : norcx_m4tm1 has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : norcx_m4tm2 has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : norcx_m5tm1 has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : norcx_m5tm2 has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : norcx_tm1tm2 has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : norcx_m1sub has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : norcx_m2sub has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : norcx_m3sub has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : norcx_m4sub has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : norcx_m5sub has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : norcx_tm1sub has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : norcx_tm2sub has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : snsbotvia_drw has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : snstopvia_drw has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : deepvia_drw has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : fgetch_drw has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : ctrgat_drw has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : fgimp_drw has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : emwihv_drw has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : lbe_drw has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : alcustop_drw has 0 polygons
2026-08-08 22:31:15 +0200: Memory Usage (460820K) : nometfiller_drw has 0 polygons
