# Logfile created on 2026-08-08 22:31:37 +0200 by logger.rb/v1.5.3
2026-08-08 22:31:37 +0200: Memory Usage (454792K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/spi-slave-ihp/spi_slave.gds
2026-08-08 22:31:37 +0200: Memory Usage (454792K) : Ruby Version for klayout: 3.2.3
2026-08-08 22:31:38 +0200: Memory Usage (456960K) : Loading database to memory is complete.
2026-08-08 22:31:38 +0200: Memory Usage (456960K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/spi-slave-ihp/signoff/drc/spi_slave_spi_slave_topvia1.lyrdb
2026-08-08 22:31:38 +0200: Memory Usage (456960K) : Evaluate switches.
2026-08-08 22:31:38 +0200: Memory Usage (456960K) : tables selected: topvia1
2026-08-08 22:31:38 +0200: Memory Usage (456960K) : KLayout will use 8 thread(s) in tiling mode.
2026-08-08 22:31:38 +0200: Memory Usage (456960K) : deep mode is enabled.
2026-08-08 22:31:39 +0200: Memory Usage (459476K) : sram_drw has 0 polygons
2026-08-08 22:31:39 +0200: Memory Usage (459476K) : trans_drw has 0 polygons
2026-08-08 22:31:39 +0200: Memory Usage (459476K) : ind_drw has 0 polygons
2026-08-08 22:31:39 +0200: Memory Usage (459476K) : ind_pin has 0 polygons
2026-08-08 22:31:39 +0200: Memory Usage (459476K) : ind_text has 0 polygons
2026-08-08 22:31:39 +0200: Memory Usage (459476K) : salblock_drw has 0 polygons
2026-08-08 22:31:39 +0200: Memory Usage (459476K) : via2_drw has 2316 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459476K) : metal3_drw has 3647 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459476K) : metal3_pin has 11 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459476K) : metal3_mask has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459476K) : metal3_filler has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459476K) : metal3_nofill has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459476K) : metal3_slit has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459476K) : metal3_text has 11 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459476K) : metal3_opc has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459476K) : metal3_noqrc has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459476K) : metal3_res has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459476K) : metal3_iprobe has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459604K) : metal3_diffprb has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459604K) : nwell_drw has 1682 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459604K) : nwell_pin has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459604K) : nbulay_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459604K) : nbulay_pin has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459732K) : nbulay_block has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459732K) : emwind_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459732K) : emwind_opc has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : deepco_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : deepco_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : mim_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : edgeseal_drw has 24 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : edgeseal_bound has 1 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : substrate_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : substrate_text has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : dfpad_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : dfpad_pillar has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : dfpad_sbump has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : thickgateox_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : pldb_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : pwell_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : pwell_pin has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : pwell_block has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : ic_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : via3_drw has 597 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : metal4_drw has 492 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : metal4_pin has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : metal4_mask has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : metal4_filler has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : metal4_nofill has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : metal4_slit has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : metal4_text has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : metal4_opc has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : metal4_noqrc has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : metal4_res has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : metal4_iprobe has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : metal4_diffprb has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : heattrans_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : heatres_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : pempoly_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : fbe_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : empoly_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : ldmos_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : pbiwind_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : digisub_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : nodrc_drw has 0 polygons
2026-08-08 22:31:40 +0200: Memory Usage (459860K) : text_drw has 2 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : via4_drw has 468 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : metal5_drw has 311 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : metal5_pin has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : metal5_mask has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : metal5_filler has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : metal5_nofill has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : metal5_slit has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : metal5_text has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : metal5_opc has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : metal5_noqrc has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : metal5_res has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : metal5_iprobe has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : metal5_diffprb has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : radhard_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : memcap_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : varicap_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : flash_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : intbondvia_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : intbondmet_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : devbondvia_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : devbondmet_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : devtrench_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : redist_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : graphbot_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : graphtop_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : antvia1_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : antmetal2_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : graphcont_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : siwg_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : siwg_filler has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : siwg_nofill has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : sigrating_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : singrating_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : graphpas_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : emwind3_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : emwihv3_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : redbulay_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : smos_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : graphpad_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : polimide_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : polimide_pin has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : recog_drw has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : recog_pin has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : recog_esd has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : recog_diode has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : recog_tsv has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : recog_iprobe has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : recog_diffprb has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : recog_pillar has 0 polygons
2026-08-08 22:31:41 +0200: Memory Usage (459860K) : recog_sbump has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : recog_otp has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : recog_pdiode has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : recog_mom has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : recog_pcm has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : colopen_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : graphmetal1_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : graphmetal1_filler has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : graphmetal1_nofill has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : graphmetal1_slit has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : graphmetal1_opc has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : graphmet1l_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : graphmet1l_filler has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : graphmet1l_nofill has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : graphmet1l_slit has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : graphmet1l_opc has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : extblock_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : nldd_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : pldd_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : next_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : pext_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : nexthv_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : pexthv_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : graphgate_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : sinwg_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : sinwg_filler has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : sinwg_nofill has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : mempad_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topvia1_drw has 200 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal1_drw has 118 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal1_pin has 4 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal1_mask has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal1_filler has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal1_nofill has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal1_slit has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal1_text has 2 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal1_noqrc has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal1_res has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal1_iprobe has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal1_diffprb has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : inldpwl_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : polyres_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : polyres_pin has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : vmim_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : nbulaycut_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : antmetal1_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topvia2_drw has 36 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal2_drw has 40 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal2_pin has 4 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal2_mask has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal2_filler has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal2_nofill has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal2_slit has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal2_text has 2 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal2_noqrc has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal2_res has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal2_iprobe has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : topmetal2_diffprb has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : snsring_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : sensor_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : snsarms_drw has 0 polygons
2026-08-08 22:31:42 +0200: Memory Usage (459860K) : snscmosvia_drw has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459860K) : colwind_drw has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459860K) : flm_drw has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459860K) : hafniumox_drw has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459860K) : memvia_drw has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459860K) : thinfilmres_drw has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459860K) : rfmem_drw has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459860K) : norcx_drw has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459860K) : norcx_m2m3 has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459860K) : norcx_m2m4 has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459860K) : norcx_m2m5 has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459860K) : norcx_m2tm1 has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459860K) : norcx_m2tm2 has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459860K) : norcx_m3m4 has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459860K) : norcx_m3m5 has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : norcx_m3tm1 has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : norcx_m3tm2 has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : norcx_m4m5 has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : norcx_m4tm1 has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : norcx_m4tm2 has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : norcx_m5tm1 has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : norcx_m5tm2 has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : norcx_tm1tm2 has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : norcx_m1sub has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : norcx_m2sub has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : norcx_m3sub has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : norcx_m4sub has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : norcx_m5sub has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : norcx_tm1sub has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : norcx_tm2sub has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : snsbotvia_drw has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : snstopvia_drw has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : deepvia_drw has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : fgetch_drw has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : ctrgat_drw has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : fgimp_drw has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : emwihv_drw has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : lbe_drw has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : alcustop_drw has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : nometfiller_drw has 0 polygons
2026-08-08 22:31:43 +0200: Memory Usage (459988K) : prboundary_drw has 0 polygons
